tensor([[[[0.5556]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5258]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3792]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5689]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3853]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3900]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5366]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4711]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3772]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4351]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4759]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4496]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4402]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3234]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4566]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3494]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3567]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4865]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4013]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3760]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3851]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4286]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4353]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4079]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4855]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4937]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5316]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5148]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4074]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3695]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4037]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4434]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3708]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3970]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4790]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3656]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4974]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5011]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4050]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3461]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4470]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4540]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4096]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3566]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5467]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4047]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4617]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3997]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4554]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4279]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4663]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3961]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4728]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4134]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4443]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4489]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4265]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4422]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3680]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3284]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4196]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3752]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5583]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4051]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4117]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4372]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4446]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3971]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5252]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5846]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3881]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4195]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4151]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3958]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4551]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3732]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3903]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4568]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4190]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3934]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4591]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4375]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.2553]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5128]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4187]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5077]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5074]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4523]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4658]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4824]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4993]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4202]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3895]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3997]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4051]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3435]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4320]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3717]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4281]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3962]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4421]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4605]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3296]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5263]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5221]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5314]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3574]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4993]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4690]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4148]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4327]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3683]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3994]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3963]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4909]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5754]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4543]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3932]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4735]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4369]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3572]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5423]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4293]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5281]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4056]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3998]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4269]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4075]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4568]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3748]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3803]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4486]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4194]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4233]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3955]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3731]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4649]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4412]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4408]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3763]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4177]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3931]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4614]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4150]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4310]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4000]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3166]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3920]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3883]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3795]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4764]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4257]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4854]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4057]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3807]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4057]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3560]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4952]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4804]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4215]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4743]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4493]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4223]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3870]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4299]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4350]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4684]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4325]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4439]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4537]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3698]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4949]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5085]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3292]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4485]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4338]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3318]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4091]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5004]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5661]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5282]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4094]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4181]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5221]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4980]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4409]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4623]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5169]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5553]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4539]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5206]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4685]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3801]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5157]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4950]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4782]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5352]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4478]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4556]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4676]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4028]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4729]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3958]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3372]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4716]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3302]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4070]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4300]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3947]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4548]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3911]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4158]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3385]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5212]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4083]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4214]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5285]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4694]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4565]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4103]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3888]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3643]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4540]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4097]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3709]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4633]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3990]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4701]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4812]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4641]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4730]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3897]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3693]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3691]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5239]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5152]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4154]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4246]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4324]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3912]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4419]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4352]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4271]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4078]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4429]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4106]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5185]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4002]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4111]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4253]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4634]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4435]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4785]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3888]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3879]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3888]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4400]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4034]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3014]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3606]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4248]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4183]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4108]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4536]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3895]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4838]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5431]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4201]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4162]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4602]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5086]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5348]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4060]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4031]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5337]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4729]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3500]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4766]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5509]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4549]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3940]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4422]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3557]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4065]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3725]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3434]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4943]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4233]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4511]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4990]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4659]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3799]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4130]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4783]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4005]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4256]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4586]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3904]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.6182]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5138]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5564]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3808]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4019]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5094]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4903]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4582]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4181]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4181]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4421]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4963]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3883]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4474]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4464]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3683]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4746]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4570]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4609]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3280]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4387]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4113]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4844]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4761]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4639]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4605]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4201]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3351]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5262]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4261]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4425]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4385]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4392]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4017]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3867]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4380]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5240]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5047]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4996]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4120]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4068]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4483]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4341]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4263]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4176]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5152]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4211]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4625]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4812]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4431]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4130]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4382]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4158]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.5698]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4517]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3946]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4379]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.3870]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4489]]]], device='cuda:0', grad_fn=<AddBackward0>)
tensor([[[[0.4405]]]], device='cuda:0', grad_fn=<AddBackward0>)
